id_cliente,departamento,ingreso_mensual,saldo_tarjeta,score_infocorp,target_default,edad_cliente,antiguedad_bancaria_meses,uso_canal_digital,uso_canal_digital_ord,cluster,prob_default,pred_default,decision_crediticia,nivel_riesgo
CLI-102729,Lima,1740.08,1261.69,285,1,24,62,Alto,2.0,0,0.8953681058627315,1,Denegar/Revisar,Muy alto
CLI-102730,Arequipa,3753.78,382.97,594,1,26,32,Alto,2.0,0,0.197065095554731,0,Aprobar,Bajo
CLI-102731,Lima,3942.84,854.72,111,1,25,44,Alto,2.0,0,0.960150462460139,1,Denegar/Revisar,Muy alto
CLI-102732,Lima,3087.28,12653.938750000001,740,1,58,260,Bajo,0.0,1,0.4806368516176264,1,Denegar/Revisar,Medio
CLI-102733,Cusco,4959.76,2147.24,983,0,34,94,Alto,2.0,0,0.006956145457918208,0,Aprobar,Bajo
CLI-102734,Cusco,2204.38,10511.34,533,1,38,143,Medio,1.0,1,0.8358270755442748,1,Denegar/Revisar,Muy alto
CLI-102735,Arequipa,1549.13,711.24,307,0,34,15,Medio,1.0,0,0.8617600390306464,1,Denegar/Revisar,Muy alto
CLI-102736,Cusco,2477.4,912.92,232,0,28,28,Alto,2.0,0,0.9167684414128653,1,Denegar/Revisar,Muy alto
CLI-102737,Piura,2979.29,3264.09,438,0,36,74,Medio,1.0,0,0.6917596705594395,1,Denegar/Revisar,Alto
CLI-102738,Cusco,4091.67,1720.26,295,0,66,155,Bajo,0.0,1,0.8325980405408968,1,Denegar/Revisar,Muy alto
CLI-102739,Lima,1344.71,4130.35,361,1,53,89,Alto,2.0,0,0.8939180224740777,1,Denegar/Revisar,Muy alto
CLI-102740,Lima,6499.95,2193.05,381,1,31,26,Alto,2.0,0,0.5838071415338797,1,Denegar/Revisar,Alto
CLI-102741,Lima,1025.0,6676.69,468,1,45,199,Bajo,0.0,1,0.8506342971393319,1,Denegar/Revisar,Muy alto
CLI-102742,Lima,3246.1,2259.43,202,1,30,69,Medio,1.0,0,0.93980958811265,1,Denegar/Revisar,Muy alto
CLI-102743,Lima,3534.39,3397.79,731,0,19,1,Medio,1.0,0,0.1149844624517274,0,Aprobar,Bajo
CLI-102744,Piura,2091.49,12653.938750000001,282,1,50,163,Medio,1.0,1,0.9880089483105841,1,Denegar/Revisar,Muy alto
CLI-102745,Arequipa,3281.3,4870.14,522,0,52,117,Medio,1.0,1,0.5718641280599374,1,Denegar/Revisar,Alto
CLI-102746,Piura,3724.25,4253.76,108,1,51,191,Medio,1.0,1,0.9809263369067037,1,Denegar/Revisar,Muy alto
CLI-102747,Lima,5053.27,2023.36,656,0,34,168,Alto,2.0,0,0.1254871517090118,0,Aprobar,Bajo
CLI-102748,Loreto,2859.65,1292.03,343,1,37,42,Medio,1.0,0,0.7876525018103926,1,Denegar/Revisar,Muy alto
CLI-102749,Piura,4759.68,3808.75,881,0,48,126,Bajo,0.0,1,0.02641671346189545,0,Aprobar,Bajo
CLI-102750,Lima,1950.56,11469.47,723,0,43,81,Alto,2.0,0,0.5361514108406232,1,Denegar/Revisar,Alto
CLI-102751,Arequipa,3555.6,569.22,666,0,35,56,Medio,1.0,0,0.11574808051707573,0,Aprobar,Bajo
CLI-102752,Lima,4075.56,6420.12,492,1,21,5,Alto,2.0,0,0.6797017147951973,1,Denegar/Revisar,Alto
CLI-102753,Lima,1025.0,3132.22,626,0,39,111,Alto,2.0,0,0.3796264822908807,1,Denegar/Revisar,Medio
CLI-102754,Cusco,2893.37,2982.48,136,1,51,103,Medio,1.0,1,0.9734508018338515,1,Denegar/Revisar,Muy alto
CLI-102755,Lima,2801.69,12653.938750000001,277,1,25,32,Alto,2.0,0,0.9870307750838446,1,Denegar/Revisar,Muy alto
CLI-102756,Lima,5880.72,3724.35,738,0,47,85,Medio,1.0,1,0.070308702644433,0,Aprobar,Bajo
CLI-102757,Loreto,4206.67,7100.03,728,0,43,258,Medio,1.0,1,0.19991853463221815,0,Aprobar,Bajo
CLI-102758,Arequipa,5121.74,2890.12,951,0,48,192,Bajo,0.0,1,0.01054333462586301,0,Aprobar,Bajo
CLI-102759,Lima,2434.73,1149.95,171,1,48,174,Bajo,0.0,1,0.953973568966599,1,Denegar/Revisar,Muy alto
CLI-102760,Lima,4350.07,4743.09,451,1,32,94,Alto,2.0,0,0.6724208966394033,1,Denegar/Revisar,Alto
CLI-102761,Lima,4787.43,10265.0,722,0,22,19,Alto,2.0,0,0.31899360649890285,1,Denegar/Revisar,Medio
CLI-102762,Piura,1036.09,7361.2,248,1,32,151,Alto,2.0,0,0.9810228848234526,1,Denegar/Revisar,Muy alto
CLI-102763,Lima,4558.46,884.4,796,0,49,182,Alto,2.0,1,0.03291044815492744,0,Aprobar,Bajo
CLI-102764,Lima,4681.36,1524.39,204,1,33,45,Medio,1.0,0,0.9038828424642975,1,Denegar/Revisar,Muy alto
CLI-102765,Cusco,3560.7650000000003,2909.97,758,0,31,51,Alto,2.0,0,0.08590052083340917,0,Aprobar,Bajo
CLI-102766,Piura,3181.06,3390.82,320,1,19,9,Medio,1.0,0,0.8693525528387441,1,Denegar/Revisar,Muy alto
CLI-102767,Lima,4832.53,861.76,925,0,59,95,Bajo,0.0,1,0.00938688438391271,0,Aprobar,Bajo
CLI-102768,Piura,5796.36,1045.52,962,0,49,18,Medio,1.0,1,0.005328050673478648,0,Aprobar,Bajo
CLI-102769,Arequipa,3638.81,5689.03,473,1,47,95,Medio,1.0,1,0.69827645334328,1,Denegar/Revisar,Alto
CLI-102770,Lima,4445.57,5242.04,617,0,50,267,Alto,2.0,1,0.3197634463630683,1,Denegar/Revisar,Medio
CLI-102771,Lima,1025.0,7310.59,359,1,44,194,Medio,1.0,1,0.9457044295238376,1,Denegar/Revisar,Muy alto
CLI-102772,Loreto,4589.53,10808.06,398,1,37,133,Alto,2.0,0,0.9199457289473654,1,Denegar/Revisar,Muy alto
CLI-102773,Lima,3842.87,1474.19,960,0,37,32,Bajo,0.0,1,0.009676206098118844,0,Aprobar,Bajo
CLI-102774,Piura,2652.31,7852.9,141,1,34,26,Alto,2.0,0,0.9907873665932578,1,Denegar/Revisar,Muy alto
CLI-102775,Lima,3406.95,4386.6,870,0,68,126,Bajo,0.0,1,0.04445208707435566,0,Aprobar,Bajo
CLI-102776,Lima,4430.43,12653.938750000001,996,0,45,175,Alto,2.0,1,0.057830855495561995,0,Aprobar,Bajo
CLI-102777,Lima,4065.08,1270.22,591,0,34,92,Alto,2.0,0,0.22072312242511213,1,Denegar/Revisar,Bajo
CLI-102778,Lima,4707.47,1257.04,538,1,45,24,Medio,1.0,0,0.27796089173546124,1,Denegar/Revisar,Medio
CLI-102779,Lima,6213.25,4873.55,882,0,29,61,Alto,2.0,0,0.023458449204555504,0,Aprobar,Bajo
CLI-102780,Lima,2864.82,10547.24,146,1,55,295,Bajo,0.0,1,0.994238126167411,1,Denegar/Revisar,Muy alto
CLI-102781,Loreto,1025.0,6961.74,184,1,31,134,Alto,2.0,0,0.9886143565049488,1,Denegar/Revisar,Muy alto
CLI-102782,Cusco,6028.47,5193.71,785,0,45,102,Alto,2.0,0,0.06248232155145525,0,Aprobar,Bajo
CLI-102783,Arequipa,1025.0,1959.58,157,1,50,59,Bajo,0.0,1,0.9749338482736952,1,Denegar/Revisar,Muy alto
CLI-102784,Loreto,3486.61,5060.09,810,0,43,88,Medio,1.0,1,0.08167850807394057,0,Aprobar,Bajo
CLI-102785,Lima,2380.47,6459.72,308,1,40,94,Medio,1.0,0,0.9448877669110867,1,Denegar/Revisar,Muy alto
CLI-102786,Cusco,3211.34,5598.1,347,1,39,215,Medio,1.0,1,0.8910082907537545,1,Denegar/Revisar,Muy alto
CLI-102787,Lima,1224.77,12653.938750000001,310,1,37,38,Bajo,0.0,1,0.9877325802333472,1,Denegar/Revisar,Muy alto
CLI-102788,Cusco,1025.0,193.11,138,1,32,123,Alto,2.0,0,0.9697057584213381,1,Denegar/Revisar,Muy alto
CLI-102789,Cusco,3169.72,4311.89,351,1,34,63,Alto,2.0,0,0.86295698934281,1,Denegar/Revisar,Muy alto
CLI-102790,Arequipa,2787.31,2602.61,742,0,55,204,Bajo,0.0,1,0.10908794283329572,0,Aprobar,Bajo
CLI-102791,Cusco,6323.14,12653.938750000001,902,0,39,98,Medio,1.0,1,0.0842055131511438,0,Aprobar,Bajo
CLI-102792,Piura,3395.68,3737.72,861,0,30,141,Alto,2.0,0,0.04237636578755651,0,Aprobar,Bajo
CLI-102793,Lima,1981.52,3748.29,512,0,33,79,Alto,2.0,0,0.6192668968644984,1,Denegar/Revisar,Alto
CLI-102794,Lima,3655.12,12653.938750000001,545,1,51,41,Alto,2.0,0,0.8347973600927003,1,Denegar/Revisar,Muy alto
CLI-102795,Piura,3506.9,393.04,151,1,46,156,Alto,2.0,1,0.943235272686464,1,Denegar/Revisar,Muy alto
CLI-102796,Lima,7521.43,1293.6,473,0,47,122,Medio,1.0,1,0.2708965819641027,1,Denegar/Revisar,Medio
CLI-102797,Piura,1025.0,4269.38,625,0,35,57,Alto,2.0,0,0.4398917525763065,1,Denegar/Revisar,Medio
CLI-102798,Cusco,3321.65,1514.73,255,1,45,85,Medio,1.0,1,0.8885660881400294,1,Denegar/Revisar,Muy alto
CLI-102799,Lima,4510.42,1699.51,641,0,32,80,Medio,1.0,0,0.14409806773717188,0,Aprobar,Bajo
CLI-102800,Arequipa,2919.73,8926.45,189,1,36,158,Alto,2.0,0,0.9877790545659902,1,Denegar/Revisar,Muy alto
CLI-102801,Cusco,3513.0,3463.85,778,0,50,80,Bajo,0.0,1,0.08133746688759683,0,Aprobar,Bajo
CLI-102802,Cusco,5268.43,434.2,450,1,49,85,Bajo,0.0,1,0.4026255052089346,1,Denegar/Revisar,Medio
CLI-102803,Cusco,3535.6,1489.26,168,1,28,70,Medio,1.0,0,0.9446579043154103,1,Denegar/Revisar,Muy alto
CLI-102804,Piura,3660.39,316.43,262,1,30,89,Medio,1.0,0,0.8427516254945052,1,Denegar/Revisar,Muy alto
CLI-102805,Cusco,1877.95,3248.89,341,0,39,164,Medio,1.0,1,0.8776810009001005,1,Denegar/Revisar,Muy alto
CLI-102806,Arequipa,1941.99,761.1,594,1,57,105,Bajo,0.0,1,0.28813229483163716,1,Denegar/Revisar,Medio
CLI-102807,Lima,3282.26,7782.86,482,1,18,1,Alto,2.0,0,0.7888620881028483,1,Denegar/Revisar,Muy alto
CLI-102808,Lima,4225.3,3444.5,151,1,42,164,Alto,2.0,0,0.9640191922884587,1,Denegar/Revisar,Muy alto
CLI-102809,Arequipa,3437.13,244.85,753,0,24,25,Alto,2.0,0,0.05457848017953678,0,Aprobar,Bajo
CLI-102810,Lima,3655.12,1431.71,162,1,32,115,Alto,2.0,0,0.9474579980386163,1,Denegar/Revisar,Muy alto
CLI-102811,Piura,2247.47,3831.97,608,1,34,82,Alto,2.0,0,0.38742105641628566,1,Denegar/Revisar,Medio
CLI-102812,Arequipa,4424.01,1634.87,391,1,35,37,Alto,2.0,0,0.6475846928314575,1,Denegar/Revisar,Alto
CLI-102813,Lima,4728.97,2879.42,190,1,34,154,Medio,1.0,1,0.9338616321803574,1,Denegar/Revisar,Muy alto
CLI-102814,Piura,3977.34,9603.54,763,0,39,33,Medio,1.0,0,0.24356826625815117,1,Denegar/Revisar,Bajo
CLI-102815,Arequipa,5916.03,1723.35,523,0,34,90,Alto,2.0,0,0.2774067046803947,1,Denegar/Revisar,Medio
CLI-102816,Lima,3219.88,1637.13,768,0,23,41,Alto,2.0,0,0.06609609585345012,0,Aprobar,Bajo
CLI-102817,Lima,2244.53,6853.79,920,0,47,105,Alto,2.0,0,0.06030436236268865,0,Aprobar,Bajo
CLI-102818,Lima,4634.55,1535.34,464,0,48,72,Medio,1.0,1,0.4539506624768278,1,Denegar/Revisar,Medio
CLI-102819,Lima,2854.19,324.66,249,1,48,110,Medio,1.0,1,0.8797016074499487,1,Denegar/Revisar,Muy alto
CLI-102820,Cusco,3506.14,798.42,939,0,22,37,Alto,2.0,0,0.011031136653474712,0,Aprobar,Bajo
CLI-102821,Lima,3355.01,11888.08,370,1,42,64,Medio,1.0,0,0.9600875685729657,1,Denegar/Revisar,Muy alto
CLI-102822,Piura,2083.42,10829.77,980,0,46,183,Bajo,0.0,1,0.08076853259866866,0,Aprobar,Bajo
CLI-102823,Lima,1237.9,1018.6,680,0,27,62,Alto,2.0,0,0.18340166988499576,0,Aprobar,Bajo
CLI-102824,Lima,3068.85,3225.28,215,1,39,77,Bajo,0.0,1,0.9483287003065815,1,Denegar/Revisar,Muy alto
CLI-102825,Loreto,4757.54,591.07,803,0,38,78,Alto,2.0,0,0.027805852278526614,0,Aprobar,Bajo
CLI-102826,Arequipa,5820.79,4491.75,615,0,60,386,Medio,1.0,1,0.2223299898373808,1,Denegar/Revisar,Bajo
CLI-102827,Lima,5201.96,819.77,686,0,61,411,Medio,1.0,1,0.07242274120953794,0,Aprobar,Bajo
CLI-102828,Lima,5271.05,204.29,909,0,21,17,Alto,2.0,0,0.008581569352684245,0,Aprobar,Bajo
CLI-102829,Lima,5085.65,6969.52,340,0,67,370,Medio,1.0,1,0.8830311788358244,1,Denegar/Revisar,Muy alto
CLI-102830,Lima,3492.84,1574.54,129,1,29,46,Alto,2.0,0,0.9633695759845048,1,Denegar/Revisar,Muy alto
CLI-102831,Arequipa,2467.7,459.5,242,1,49,11,Medio,1.0,0,0.8978381808390365,1,Denegar/Revisar,Muy alto
CLI-102832,Lima,4718.58,7180.76,425,1,50,82,Alto,2.0,0,0.8009668618415369,1,Denegar/Revisar,Muy alto
CLI-102833,Lima,5401.41,5748.62,794,0,29,6,Alto,2.0,0,0.07377573232637036,0,Aprobar,Bajo
CLI-102834,Lima,3655.12,4605.0,115,1,44,109,Medio,1.0,1,0.981380313320649,1,Denegar/Revisar,Muy alto
CLI-102835,Cusco,1120.29,9687.67,210,1,37,9,Alto,2.0,0,0.9916210122949477,1,Denegar/Revisar,Muy alto
CLI-102836,Cusco,1764.4,2687.31,971,0,44,45,Medio,1.0,0,0.017437367851469043,0,Aprobar,Bajo
CLI-102837,Lima,5387.6,548.12,812,0,42,97,Alto,2.0,0,0.022009887875806978,0,Aprobar,Bajo
CLI-102838,Arequipa,3630.01,253.24,206,0,52,332,Bajo,0.0,1,0.9034676513879534,1,Denegar/Revisar,Muy alto
CLI-102839,Lima,4384.65,1533.49,478,0,40,139,Medio,1.0,1,0.4357431956042288,1,Denegar/Revisar,Medio
CLI-102840,Lima,4341.61,363.34,261,1,37,88,Medio,1.0,0,0.8234736745352657,1,Denegar/Revisar,Muy alto
CLI-102841,Arequipa,3638.81,3067.26,382,0,51,219,Bajo,0.0,1,0.7645099799066691,1,Denegar/Revisar,Muy alto
CLI-102842,Cusco,1025.0,58.42,368,0,44,100,Medio,1.0,1,0.7758261688640504,1,Denegar/Revisar,Muy alto
CLI-102843,Cusco,4439.78,2346.25,583,0,47,222,Medio,1.0,1,0.25263696736527796,1,Denegar/Revisar,Medio
CLI-102844,Piura,5828.61,786.3,766,0,33,15,Bajo,0.0,0,0.031844737509544786,0,Aprobar,Bajo
CLI-102845,Lima,3371.79,1837.16,172,1,27,51,Medio,1.0,0,0.9483996614402627,1,Denegar/Revisar,Muy alto
CLI-102846,Arequipa,1025.0,4496.14,296,0,32,93,Alto,2.0,0,0.9474791352948987,1,Denegar/Revisar,Muy alto
CLI-102847,Lima,3545.03,1729.07,342,1,32,56,Alto,2.0,0,0.7844780992035644,1,Denegar/Revisar,Muy alto
CLI-102848,Piura,2206.88,1670.19,697,0,47,129,Bajo,0.0,1,0.14928989821474636,0,Aprobar,Bajo
CLI-102849,Lima,1982.38,12653.938750000001,898,1,49,175,Bajo,0.0,1,0.21361250820439195,1,Denegar/Revisar,Bajo
CLI-102850,Arequipa,3204.5,5074.97,358,1,37,23,Alto,2.0,0,0.8729707738326081,1,Denegar/Revisar,Muy alto
CLI-102851,Lima,4537.75,2885.05,897,0,55,369,Bajo,0.0,1,0.019827565296672425,0,Aprobar,Bajo
CLI-102852,Lima,2848.07,3464.06,248,1,54,79,Medio,1.0,1,0.9348323552459414,1,Denegar/Revisar,Muy alto
CLI-102853,Cusco,3560.7650000000003,3872.26,966,0,42,195,Bajo,0.0,1,0.016099294417160393,0,Aprobar,Bajo
CLI-102854,Lima,2292.1,99.53,489,1,29,67,Alto,2.0,0,0.46494886777360045,1,Denegar/Revisar,Medio
CLI-102855,Piura,3658.52,334.68,515,0,56,39,Medio,1.0,1,0.33398253118114624,1,Denegar/Revisar,Medio
CLI-102856,Lima,2821.97,4190.03,525,1,38,38,Bajo,0.0,1,0.5653135674809854,1,Denegar/Revisar,Alto
CLI-102857,Lima,3724.47,1813.18,801,0,40,47,Medio,1.0,0,0.04409877859822807,0,Aprobar,Bajo
CLI-102858,Lima,3534.62,228.16,316,1,35,56,Alto,2.0,0,0.7722929515216707,1,Denegar/Revisar,Muy alto
CLI-102859,Lima,6021.46,1412.51,966,0,30,41,Bajo,0.0,0,0.005468878078390968,0,Aprobar,Bajo
CLI-102860,Loreto,3308.44,558.35,185,1,23,46,Alto,2.0,0,0.9290648895670467,1,Denegar/Revisar,Muy alto
CLI-102861,Lima,4066.01,9922.73,315,1,46,96,Medio,1.0,1,0.9575580624879205,1,Denegar/Revisar,Muy alto
CLI-102862,Cusco,3559.34,907.23,522,0,30,29,Bajo,0.0,0,0.3604336948705412,1,Denegar/Revisar,Medio
CLI-102863,Piura,3660.39,620.5,419,0,70,100,Bajo,0.0,1,0.5765792953827353,1,Denegar/Revisar,Alto
CLI-102864,Lima,4484.7,3935.8,217,1,27,70,Alto,2.0,0,0.9377632328883222,1,Denegar/Revisar,Muy alto
CLI-102865,Piura,7280.78,2951.84,981,0,27,12,Alto,2.0,0,0.004912526908732653,0,Aprobar,Bajo
CLI-102866,Piura,5344.16,3431.45,514,0,45,230,Medio,1.0,1,0.396997096677703,1,Denegar/Revisar,Medio
CLI-102867,Arequipa,3813.37,2290.44,698,0,56,340,Bajo,0.0,1,0.1201143408013148,0,Aprobar,Bajo
CLI-102868,Lima,4495.0,2518.21,139,1,40,72,Bajo,0.0,1,0.9586119937190648,1,Denegar/Revisar,Muy alto
CLI-102869,Lima,3843.56,6034.71,260,1,45,191,Medio,1.0,1,0.9459725811876571,1,Denegar/Revisar,Muy alto
CLI-102870,Loreto,3193.18,993.45,802,0,19,5,Alto,2.0,0,0.04323307875443406,0,Aprobar,Bajo
CLI-102871,Cusco,4616.22,2020.23,636,0,32,23,Alto,2.0,0,0.1606913416120783,0,Aprobar,Bajo
CLI-102872,Loreto,1844.96,12653.938750000001,519,1,26,42,Alto,2.0,0,0.9075392240650064,1,Denegar/Revisar,Muy alto
CLI-102873,Lima,4872.45,842.81,763,0,19,7,Medio,1.0,0,0.039503651369717854,0,Aprobar,Bajo
CLI-102874,Arequipa,3638.81,1391.28,194,1,40,145,Medio,1.0,1,0.9274891763596281,1,Denegar/Revisar,Muy alto
CLI-102875,Lima,4815.92,850.63,541,0,18,0,Medio,1.0,0,0.25091572825262454,1,Denegar/Revisar,Medio
CLI-102876,Lima,5608.93,82.83,657,1,25,5,Alto,2.0,0,0.076590995775317,0,Aprobar,Bajo
CLI-102877,Lima,3430.71,1257.91,749,0,33,13,Alto,2.0,0,0.06920058645119348,0,Aprobar,Bajo
CLI-102878,Piura,4351.32,190.33,565,0,30,47,Alto,2.0,0,0.21214711060342417,1,Denegar/Revisar,Bajo
CLI-102879,Lima,3655.12,672.18,387,0,43,170,Medio,1.0,1,0.6416628324238715,1,Denegar/Revisar,Alto
CLI-102880,Lima,3655.12,1801.95,964,0,42,60,Medio,1.0,0,0.010035062027451438,0,Aprobar,Bajo
CLI-102881,Loreto,5075.56,83.76,775,0,49,165,Medio,1.0,1,0.028999230726991516,0,Aprobar,Bajo
CLI-102882,Lima,4204.03,5592.76,511,1,47,102,Medio,1.0,1,0.5820379533866139,1,Denegar/Revisar,Alto
CLI-102883,Lima,4540.22,6350.49,499,1,52,102,Bajo,0.0,1,0.6374260200078101,1,Denegar/Revisar,Alto
CLI-102884,Lima,2208.89,2120.13,627,0,38,88,Alto,2.0,0,0.27111639025788664,1,Denegar/Revisar,Medio
CLI-102885,Cusco,4648.15,12653.938750000001,117,1,43,166,Medio,1.0,1,0.9953495146140338,1,Denegar/Revisar,Muy alto
CLI-102886,Piura,3645.96,4545.18,235,1,45,45,Medio,1.0,0,0.944198106195715,1,Denegar/Revisar,Muy alto
CLI-102887,Lima,3448.8,5445.97,563,0,40,50,Medio,1.0,0,0.4968962587765565,1,Denegar/Revisar,Medio
CLI-102888,Loreto,4074.98,854.26,858,0,35,132,Medio,1.0,1,0.019942163328156976,0,Aprobar,Bajo
CLI-102889,Loreto,3600.67,7266.77,347,0,35,22,Bajo,0.0,0,0.9169509556585991,1,Denegar/Revisar,Muy alto
CLI-102890,Lima,3140.61,11605.06,942,0,30,71,Medio,1.0,0,0.10015145803974435,0,Aprobar,Bajo
CLI-102891,Arequipa,3638.81,1078.37,809,0,44,70,Alto,2.0,0,0.03739554236049307,0,Aprobar,Bajo
CLI-102892,Arequipa,4144.66,4639.37,100,1,38,30,Alto,2.0,0,0.982666029424227,1,Denegar/Revisar,Muy alto
CLI-102893,Arequipa,5647.49,5496.53,801,0,32,64,Alto,2.0,0,0.06261487578222859,0,Aprobar,Bajo
CLI-102894,Lima,5729.79,1456.35,480,1,33,116,Medio,1.0,0,0.3530548336275928,1,Denegar/Revisar,Medio
CLI-102895,Loreto,3600.67,2577.5,608,0,26,14,Alto,2.0,0,0.26171168426212216,1,Denegar/Revisar,Medio
CLI-102896,Piura,1134.4,410.52,559,1,49,206,Bajo,0.0,1,0.38632552506342055,1,Denegar/Revisar,Medio
CLI-102897,Lima,4651.31,760.26,604,0,40,45,Bajo,0.0,1,0.16422323096418284,0,Aprobar,Bajo
CLI-102898,Lima,5197.44,254.19,905,0,30,75,Alto,2.0,0,0.00915391456444411,0,Aprobar,Bajo
CLI-102899,Lima,3655.12,3285.43,575,0,48,159,Bajo,0.0,1,0.3564851980112344,1,Denegar/Revisar,Medio
CLI-102900,Lima,5435.13,3926.12,656,0,34,69,Medio,1.0,0,0.15886213338522037,0,Aprobar,Bajo
CLI-102901,Arequipa,4596.98,9913.45,948,0,24,32,Medio,1.0,0,0.049877983233251905,0,Aprobar,Bajo
CLI-102902,Lima,3655.12,3125.16,996,0,50,28,Medio,1.0,1,0.009831052343145203,0,Aprobar,Bajo
CLI-102903,Lima,4267.46,1207.73,131,1,33,17,Alto,2.0,0,0.9522835572961794,1,Denegar/Revisar,Muy alto
CLI-102904,Piura,1025.0,245.26,217,1,33,23,Medio,1.0,0,0.9368775729824307,1,Denegar/Revisar,Muy alto
CLI-102905,Lima,3655.12,8649.66,907,0,39,87,Alto,2.0,0,0.07094553355398388,0,Aprobar,Bajo
CLI-102906,Cusco,4484.49,2606.93,283,1,52,296,Bajo,0.0,1,0.8597029087664193,1,Denegar/Revisar,Muy alto
CLI-102907,Lima,2898.49,5347.31,290,1,39,120,Bajo,0.0,1,0.9366660769225214,1,Denegar/Revisar,Muy alto
CLI-102908,Lima,3618.76,59.03,846,0,26,59,Medio,1.0,0,0.020953291507933142,0,Aprobar,Bajo
CLI-102909,Lima,4640.27,2678.81,849,0,45,94,Medio,1.0,1,0.027754775604988464,0,Aprobar,Bajo
CLI-102910,Lima,6178.17,1576.45,827,0,35,21,Medio,1.0,0,0.019086913179412864,0,Aprobar,Bajo
CLI-102911,Lima,3655.12,1478.44,173,1,60,194,Bajo,0.0,1,0.9426135841480698,1,Denegar/Revisar,Muy alto
CLI-102912,Arequipa,2928.47,12653.938750000001,722,1,39,105,Alto,2.0,0,0.5320099075296043,1,Denegar/Revisar,Alto
CLI-102913,Cusco,4729.47,2877.16,202,1,18,1,Alto,2.0,0,0.9290968639476929,1,Denegar/Revisar,Muy alto
CLI-102914,Lima,6557.47,1620.94,970,0,44,111,Alto,2.0,0,0.004863696769581811,0,Aprobar,Bajo
CLI-102915,Arequipa,2659.01,6555.44,685,1,60,127,Bajo,0.0,1,0.33162815879380897,1,Denegar/Revisar,Medio
CLI-102916,Arequipa,7735.85,2369.04,519,1,58,63,Medio,1.0,1,0.2236995414355189,1,Denegar/Revisar,Bajo
CLI-102917,Loreto,3643.02,14.02,572,1,59,247,Bajo,0.0,1,0.22260041019207666,1,Denegar/Revisar,Bajo
CLI-102918,Lima,5648.64,11561.72,863,1,29,33,Alto,2.0,0,0.11846027526985081,0,Aprobar,Bajo
CLI-102919,Lima,4017.19,1181.15,213,1,49,99,Medio,1.0,1,0.9036393302664079,1,Denegar/Revisar,Muy alto
CLI-102920,Lima,2409.0,7101.39,478,0,31,63,Alto,2.0,0,0.8044464326212464,1,Denegar/Revisar,Muy alto
CLI-102921,Arequipa,2646.71,6780.32,412,1,41,165,Medio,1.0,1,0.8666907685757353,1,Denegar/Revisar,Muy alto
CLI-102922,Loreto,3600.67,708.73,429,0,25,26,Alto,2.0,0,0.561543425121927,1,Denegar/Revisar,Alto
CLI-102923,Lima,1025.0,2569.84,438,0,31,19,Medio,1.0,0,0.7531011762694162,1,Denegar/Revisar,Muy alto
CLI-102924,Lima,4405.47,164.12,337,0,32,42,Alto,2.0,0,0.6918340048736529,1,Denegar/Revisar,Alto
CLI-102925,Cusco,1025.0,1751.24,272,0,48,126,Medio,1.0,1,0.9241116368049894,1,Denegar/Revisar,Muy alto
CLI-102926,Loreto,2878.0,5251.86,178,1,47,151,Medio,1.0,1,0.9756525071311367,1,Denegar/Revisar,Muy alto
CLI-102927,Cusco,2618.43,1082.35,563,0,42,62,Alto,2.0,0,0.3311951507884089,1,Denegar/Revisar,Medio
CLI-102928,Arequipa,5362.21,498.3,997,0,25,14,Alto,2.0,0,0.003934226263777181,0,Aprobar,Bajo
CLI-102929,Lima,1025.0,2829.99,704,0,35,87,Alto,2.0,0,0.21641721365510053,1,Denegar/Revisar,Bajo
CLI-102930,Piura,1206.7,3080.0,600,1,30,43,Alto,2.0,0,0.4254544796486536,1,Denegar/Revisar,Medio
CLI-102931,Arequipa,2926.86,4505.94,661,1,48,219,Medio,1.0,1,0.26714636313956497,1,Denegar/Revisar,Medio
CLI-102932,Lima,4046.27,5694.12,384,1,52,34,Alto,2.0,0,0.8346587651531306,1,Denegar/Revisar,Muy alto
CLI-102933,Piura,3476.4,4760.4,322,1,51,125,Medio,1.0,1,0.8906296253802205,1,Denegar/Revisar,Muy alto
CLI-102934,Arequipa,5459.42,7467.97,692,0,31,61,Alto,2.0,0,0.22730415347889876,1,Denegar/Revisar,Bajo
CLI-102935,Lima,3391.85,1008.78,365,1,18,0,Alto,2.0,0,0.7230468120551329,1,Denegar/Revisar,Alto
CLI-102936,Arequipa,4005.39,3373.71,766,0,20,12,Alto,2.0,0,0.07980252928362913,0,Aprobar,Bajo
CLI-102937,Piura,1836.63,1785.74,472,1,54,126,Medio,1.0,1,0.6088184586026398,1,Denegar/Revisar,Alto
CLI-102938,Cusco,2828.94,12653.938750000001,332,1,34,49,Medio,1.0,0,0.9774974693836349,1,Denegar/Revisar,Muy alto
CLI-102939,Lima,4324.73,2321.27,927,0,31,103,Alto,2.0,0,0.014039879653098943,0,Aprobar,Bajo
CLI-102940,Lima,1025.0,12653.938750000001,335,1,56,183,Bajo,0.0,1,0.9852303091616187,1,Denegar/Revisar,Muy alto
CLI-102941,Piura,3660.39,5862.49,770,0,53,237,Medio,1.0,1,0.1283764386666,0,Aprobar,Bajo
CLI-102942,Lima,5049.03,5069.98,927,0,40,161,Alto,2.0,0,0.021055881936754225,0,Aprobar,Bajo
CLI-102943,Arequipa,4493.24,2705.66,862,0,36,88,Medio,1.0,0,0.025621599290059225,0,Aprobar,Bajo
